respondent_id,xyz_vaccine,seasonal_vaccine
32312,0.34,0.52
32313,0.09,0.27
32314,0.08,0.47
32315,0.1,0.21
32316,0.05,0.9
32317,0.06,0.36
32318,0.07,0.46
32319,0.17,0.81
32320,0.0,0.02
32321,0.22,0.54
32322,0.09,0.28
32323,0.72,0.83
32324,0.1,0.73
32325,0.25,0.47
32326,0.18,0.25
32327,0.03,0.08
32328,0.07,0.17
32329,0.11,0.57
32330,0.08,0.55
32331,0.14,0.67
32332,0.08,0.25
32333,0.01,0.08
32334,0.19,0.44
32335,0.08,0.19
32336,0.05,0.3
32337,0.16,0.24
32338,0.12,0.45
32339,0.37,0.59
32340,0.24,0.64
32341,0.19,0.51
32342,0.06,0.67
32343,0.8,0.95
32344,0.59,0.87
32345,0.06,0.31
32346,0.09,0.07
32347,0.23,0.55
32348,0.07,0.86
32349,0.32,0.66
32350,0.1,0.62
32351,0.33,0.63
32352,0.03,0.08
32353,0.03,0.12
32354,0.21,0.46
32355,0.12,0.64
32356,0.12,0.35
32357,0.37,0.61
32358,0.32,0.82
32359,0.4,0.6
32360,0.47,0.74
32361,0.12,0.74
32362,0.14,0.48
32363,0.1,0.82
32364,0.2,0.14
32365,0.09,0.17
32366,0.17,0.5
32367,0.34,0.77
32368,0.14,0.87
32369,0.13,0.61
32370,0.06,0.35
32371,0.16,0.23
32372,0.04,0.06
32373,0.15,0.44
32374,0.32,0.61
32375,0.1,0.63
32376,0.07,0.09
32377,0.18,0.66
32378,0.13,0.52
32379,0.12,0.27
32380,0.16,0.57
32381,0.01,0.18
32382,0.22,0.35
32383,0.29,0.76
32384,0.13,0.28
32385,0.08,0.13
32386,0.06,0.63
32387,0.3,0.42
32388,0.06,0.15
32389,0.05,0.13
32390,0.16,0.58
32391,0.34,0.81
32392,0.11,0.51
32393,0.32,0.65
32394,0.03,0.27
32395,0.31,0.84
32396,0.03,0.14
32397,0.11,0.41
32398,0.26,0.46
32399,0.59,0.76
32400,0.54,0.72
32401,0.12,0.6
32402,0.04,0.16
32403,0.11,0.8
32404,0.07,0.14
32405,0.17,0.82
32406,0.3,0.45
32407,0.11,0.23
32408,0.18,0.71
32409,0.21,0.65
32410,0.19,0.61
32411,0.16,0.32
32412,0.02,0.09
32413,0.12,0.52
32414,0.23,0.88
32415,0.01,0.28
32416,0.74,0.89
32417,0.2,0.69
32418,0.09,0.19
32419,0.25,0.3
32420,0.53,0.63
32421,0.12,0.46
32422,0.05,0.11
32423,0.01,0.57
32424,0.32,0.48
32425,0.66,0.76
32426,0.09,0.16
32427,0.15,0.37
32428,0.18,0.42
32429,0.52,0.84
32430,0.11,0.34
32431,0.74,1.0
32432,0.16,0.27
32433,0.25,0.24
32434,0.16,0.6
32435,0.41,0.88
32436,0.15,0.46
32437,0.12,0.17
32438,0.13,0.23
32439,0.17,0.66
32440,0.1,0.51
32441,0.22,0.66
32442,0.03,0.58
32443,0.08,0.76
32444,0.41,0.62
32445,0.03,0.17
32446,0.19,0.8
32447,0.05,0.15
32448,0.19,0.35
32449,0.04,0.06
32450,0.49,0.74
32451,0.05,0.19
32452,0.08,0.33
32453,0.38,0.33
32454,0.29,0.6
32455,0.23,0.25
32456,0.1,0.13
32457,0.13,0.57
32458,0.3,0.39
32459,0.07,0.39
32460,0.02,0.93
32461,0.01,0.06
32462,0.11,0.74
32463,0.49,0.77
32464,0.45,0.62
32465,0.14,0.78
32466,0.12,0.25
32467,0.02,0.09
32468,0.06,0.14
32469,0.04,0.48
32470,0.14,0.48
32471,0.12,0.43
32472,0.19,0.44
32473,0.05,0.16
32474,0.15,0.17
32475,0.38,0.92
32476,0.07,0.33
32477,0.02,0.1
32478,0.12,0.56
32479,0.05,0.3
32480,0.06,0.18
32481,0.11,0.33
32482,0.13,0.73
32483,0.17,0.57
32484,0.36,0.78
32485,0.1,0.18
32486,0.14,0.22
32487,0.4,0.45
32488,0.11,0.35
32489,0.29,0.64
32490,0.07,0.77
32491,0.65,0.89
32492,0.2,0.48
32493,0.05,0.1
32494,0.25,0.86
32495,0.63,0.75
32496,0.08,0.27
32497,0.27,0.45
32498,0.41,0.61
32499,0.08,0.21
32500,0.04,0.1
32501,0.77,0.91
32502,0.31,0.44
32503,0.12,0.4
32504,0.56,0.71
32505,0.06,0.78
32506,0.36,0.61
32507,0.1,0.2
32508,0.61,0.75
32509,0.12,0.59
32510,0.11,0.81
32511,0.3,0.52
32512,0.09,0.26
32513,0.29,0.63
32514,0.1,0.37
32515,0.19,0.22
32516,0.38,0.73
32517,0.07,0.16
32518,0.41,0.69
32519,0.34,0.76
32520,0.05,0.22
32521,0.04,0.09
32522,0.16,0.33
32523,0.14,0.66
32524,0.37,0.38
32525,0.55,0.72
32526,0.02,0.25
32527,0.18,0.67
32528,0.37,0.9
32529,0.07,0.77
32530,0.52,0.71
32531,0.02,0.2
32532,0.16,0.35
32533,0.78,0.92
32534,0.67,0.74
32535,0.14,0.17
32536,0.16,0.22
32537,0.74,0.89
32538,0.29,0.37
32539,0.08,0.04
32540,0.06,0.43
32541,0.05,0.28
32542,0.16,0.68
32543,0.09,0.51
32544,0.04,0.3
32545,0.5,0.98
32546,0.33,0.18
32547,0.23,0.77
32548,0.02,0.24
32549,0.08,0.1
32550,0.32,0.84
32551,0.12,0.19
32552,0.31,0.8
32553,0.06,0.28
32554,0.39,0.86
32555,0.13,0.55
32556,0.42,0.68
32557,0.11,0.23
32558,0.08,0.4
32559,0.17,0.53
32560,0.56,0.71
32561,0.08,0.19
32562,0.12,0.23
32563,0.74,0.8
32564,0.57,0.94
32565,0.07,0.39
32566,0.06,0.57
32567,0.14,0.51
32568,0.22,0.42
32569,0.38,0.89
32570,0.03,0.21
32571,0.54,0.66
32572,0.29,0.91
32573,0.02,0.01
32574,0.24,0.92
32575,0.07,0.27
32576,0.28,0.77
32577,0.04,0.13
32578,0.06,0.69
32579,0.45,0.74
32580,0.36,0.66
32581,0.11,0.71
32582,0.19,0.95
32583,0.17,0.64
32584,0.65,0.78
32585,0.22,0.27
32586,0.1,0.66
32587,0.16,0.68
32588,0.09,0.25
32589,0.25,0.5
32590,0.09,0.22
32591,0.04,0.97
32592,0.41,0.65
32593,0.2,0.74
32594,0.11,0.41
32595,0.15,0.46
32596,0.11,0.25
32597,0.04,0.8
32598,0.07,0.35
32599,0.04,0.15
32600,0.32,0.58
32601,0.1,0.55
32602,0.71,0.94
32603,0.03,0.1
32604,0.18,0.28
32605,0.18,0.18
32606,0.08,0.68
32607,0.24,0.51
32608,0.05,0.29
32609,0.27,0.82
32610,0.58,0.84
32611,0.53,0.72
32612,0.09,0.55
32613,0.08,0.14
32614,0.14,0.36
32615,0.17,0.95
32616,0.15,0.8
32617,0.2,0.87
32618,0.5,0.5
32619,0.08,0.26
32620,0.6,0.85
32621,0.12,0.52
32622,0.17,0.32
32623,0.21,0.33
32624,0.33,0.48
32625,0.2,0.41
32626,0.1,0.55
32627,0.04,0.1
32628,0.71,0.83
32629,0.1,0.23
32630,0.07,0.68
32631,0.07,0.85
32632,0.04,0.07
32633,0.5,0.73
32634,0.06,0.29
32635,0.21,0.47
32636,0.11,0.22
32637,0.15,0.11
32638,0.34,0.67
32639,0.15,0.31
32640,0.12,0.92
32641,0.36,0.79
32642,0.32,0.56
32643,0.09,0.77
32644,0.58,0.77
32645,0.19,0.34
32646,0.12,0.81
32647,0.42,0.71
32648,0.38,0.61
32649,0.2,0.79
32650,0.1,0.54
32651,0.28,0.4
32652,0.48,0.57
32653,0.13,0.75
32654,0.09,0.7
32655,0.21,0.6
32656,0.27,0.52
32657,0.31,0.32
32658,0.02,0.35
32659,0.21,0.33
32660,0.07,0.23
32661,0.12,0.61
32662,0.06,0.19
32663,0.15,0.9
32664,0.06,0.1
32665,0.12,0.88
32666,0.24,0.53
32667,0.31,0.58
32668,0.0,0.04
32669,0.06,0.71
32670,0.27,0.38
32671,0.05,0.18
32672,0.24,0.47
32673,0.19,0.39
32674,0.01,0.26
32675,0.06,0.27
32676,0.19,0.62
32677,0.05,0.72
32678,0.17,0.47
32679,0.07,0.14
32680,0.09,0.19
32681,0.08,0.42
32682,0.04,0.71
32683,0.23,0.38
32684,0.09,0.13
32685,0.04,0.41
32686,0.02,0.18
32687,0.13,0.46
32688,0.04,0.08
32689,0.86,0.93
32690,0.1,0.54
32691,0.09,0.39
32692,0.05,0.26
32693,0.18,0.26
32694,0.12,0.27
32695,0.76,0.85
32696,0.16,0.67
32697,0.12,0.28
32698,0.2,0.63
32699,0.33,0.54
32700,0.05,0.28
32701,0.03,0.05
32702,0.08,0.32
32703,0.03,0.21
32704,0.2,0.33
32705,0.08,0.16
32706,0.25,0.52
32707,0.03,0.38
32708,0.09,0.23
32709,0.07,0.36
32710,0.06,0.15
32711,0.26,0.8
32712,0.14,0.5
32713,0.07,0.2
32714,0.09,0.61
32715,0.26,0.5
32716,0.04,0.2
32717,0.07,0.62
32718,0.1,0.11
32719,0.03,0.08
32720,0.14,0.98
32721,0.23,0.7
32722,0.14,0.42
32723,0.01,0.07
32724,0.44,0.23
32725,0.2,0.64
32726,0.08,0.83
32727,0.25,0.59
32728,0.02,0.29
32729,0.22,0.31
32730,0.02,0.04
32731,0.71,0.96
32732,0.1,0.69
32733,0.3,0.51
32734,0.08,0.05
32735,0.05,0.14
32736,0.02,0.19
32737,0.11,0.31
32738,0.55,0.74
32739,0.0,0.08
32740,0.04,0.79
32741,0.03,0.22
32742,0.22,0.8
32743,0.02,0.05
32744,0.39,0.77
32745,0.28,0.61
32746,0.34,0.36
32747,0.11,0.29
32748,0.4,0.71
32749,0.12,0.24
32750,0.36,0.73
32751,0.05,0.9
32752,0.12,0.34
32753,0.15,0.31
32754,0.04,0.06
32755,0.85,0.93
32756,0.09,0.45
32757,0.05,0.13
32758,0.49,0.89
32759,0.18,0.49
32760,0.18,0.17
32761,0.07,0.83
32762,0.04,0.09
32763,0.04,0.21
32764,0.02,0.04
32765,0.11,0.19
32766,0.04,0.07
32767,0.12,0.39
32768,0.03,0.22
32769,0.09,0.11
32770,0.63,0.89
32771,0.02,0.05
32772,0.12,0.69
32773,0.08,0.31
32774,0.0,0.12
32775,0.03,0.5
32776,0.04,0.82
32777,0.52,0.73
32778,0.01,0.04
32779,0.33,0.52
32780,0.1,0.12
32781,0.29,0.49
32782,0.04,0.95
32783,0.09,0.27
32784,0.4,0.36
32785,0.09,0.32
32786,0.37,0.69
32787,0.19,0.53
32788,0.2,0.76
32789,0.53,0.74
32790,0.67,0.75
32791,0.4,0.73
32792,0.38,0.63
32793,0.11,0.23
32794,0.06,0.54
32795,0.06,0.07
32796,0.59,0.65
32797,0.04,0.25
32798,0.04,0.26
32799,0.24,0.74
32800,0.01,0.25
32801,0.48,0.63
32802,0.32,0.47
32803,0.08,0.2
32804,0.21,0.8
32805,0.09,0.33
32806,0.11,0.28
32807,0.03,0.49
32808,0.1,0.34
32809,0.29,0.28
32810,0.12,0.57
32811,0.06,0.06
32812,0.12,0.38
32813,0.04,0.19
32814,0.04,0.08
32815,0.18,0.71
32816,0.41,0.65
32817,0.23,0.89
32818,0.32,0.91
32819,0.13,0.26
32820,0.29,0.33
32821,0.48,0.54
32822,0.09,0.7
32823,0.22,0.47
32824,0.11,0.35
32825,0.35,0.58
32826,0.7,0.86
32827,0.08,0.71
32828,0.24,0.77
32829,0.72,0.87
32830,0.06,0.19
32831,0.09,0.04
32832,0.06,0.28
32833,0.18,0.27
32834,0.4,0.66
32835,0.14,0.71
32836,0.61,0.49
32837,0.63,0.74
32838,0.07,0.77
32839,0.11,0.38
32840,0.1,0.16
32841,0.34,0.44
32842,0.07,0.19
32843,0.96,0.95
32844,0.02,0.2
32845,0.03,0.15
32846,0.13,0.23
32847,0.16,0.4
32848,0.16,0.44
32849,0.14,0.13
32850,0.08,0.35
32851,0.31,0.22
32852,0.55,0.89
32853,0.02,0.17
32854,0.42,0.8
32855,0.05,0.39
32856,0.1,0.9
32857,0.11,0.5
32858,0.08,0.13
32859,0.17,0.38
32860,0.29,0.76
32861,0.21,0.59
32862,0.2,0.4
32863,0.11,0.08
32864,0.11,0.12
32865,0.07,0.34
32866,0.06,0.12
32867,0.32,0.47
32868,0.11,0.44
32869,0.1,0.17
32870,0.16,0.5
32871,0.09,0.18
32872,0.15,0.47
32873,0.42,0.57
32874,0.02,0.31
32875,0.01,0.1
32876,0.61,0.72
32877,0.03,0.2
32878,0.04,0.23
32879,0.01,0.12
32880,0.57,0.79
32881,0.2,0.45
32882,0.28,0.31
32883,0.18,0.71
32884,0.15,0.13
32885,0.35,0.59
32886,0.06,0.13
32887,0.27,0.86
32888,0.11,0.23
32889,0.41,0.56
32890,0.05,0.39
32891,0.68,0.57
32892,0.52,0.7
32893,0.22,0.38
32894,0.29,0.43
32895,0.13,0.69
32896,0.12,0.23
32897,0.1,0.29
32898,0.4,0.61
32899,0.42,0.72
32900,0.26,0.62
32901,0.32,0.92
32902,0.06,0.35
32903,0.4,0.61
32904,0.03,0.05
32905,0.02,0.07
32906,0.2,0.53
32907,0.66,0.77
32908,0.54,0.72
32909,0.33,0.69
32910,0.08,0.56
32911,0.32,0.49
32912,0.04,0.19
32913,0.34,0.86
32914,0.3,0.66
32915,0.19,0.42
32916,0.07,0.38
32917,0.15,0.67
32918,0.44,0.86
32919,0.54,0.51
32920,0.19,0.43
32921,0.49,0.35
32922,0.0,0.13
32923,0.22,0.92
32924,0.41,0.91
32925,0.07,0.27
32926,0.04,0.16
32927,0.04,0.12
32928,0.17,0.26
32929,0.13,0.45
32930,0.21,0.65
32931,0.03,0.12
32932,0.26,0.3
32933,0.03,0.12
32934,0.17,0.34
32935,0.19,0.53
32936,0.43,0.44
32937,0.76,0.87
32938,0.07,0.15
32939,0.05,0.12
32940,0.22,0.47
32941,0.07,0.26
32942,0.2,0.4
32943,0.1,0.29
32944,0.37,0.8
32945,0.13,0.38
32946,0.09,0.42
32947,0.04,0.03
32948,0.35,0.46
32949,0.04,0.06
32950,0.17,0.59
32951,0.41,0.38
32952,0.71,0.78
32953,0.22,0.57
32954,0.21,0.56
32955,0.22,0.53
32956,0.57,0.56
32957,0.03,0.28
32958,0.03,0.42
32959,0.07,0.18
32960,0.04,0.81
32961,0.42,0.59
32962,0.08,0.12
32963,0.24,0.62
32964,0.14,0.46
32965,0.21,0.42
32966,0.22,0.92
32967,0.15,0.53
32968,0.08,0.48
32969,0.05,0.21
32970,0.04,0.38
32971,0.06,0.11
32972,0.26,0.37
32973,0.55,0.83
32974,0.07,0.07
32975,0.53,0.66
32976,0.14,0.28
32977,0.1,0.21
32978,0.13,0.68
32979,0.05,0.85
32980,0.25,0.36
32981,0.03,0.08
32982,0.14,0.73
32983,0.77,0.88
32984,0.39,0.73
32985,0.12,0.62
32986,0.07,0.66
32987,0.43,0.81
32988,0.02,0.12
32989,0.07,0.11
32990,0.78,0.86
32991,0.03,0.1
32992,0.37,0.54
32993,0.02,0.17
32994,0.08,0.57
32995,0.2,0.56
32996,0.47,0.68
32997,0.13,0.25
32998,0.07,0.25
32999,0.06,0.35
33000,0.07,0.27
33001,0.07,0.59
33002,0.21,0.6
33003,0.02,0.68
33004,0.06,0.39
33005,0.16,0.22
33006,0.69,0.76
33007,0.08,0.13
33008,0.08,0.12
33009,0.33,0.46
33010,0.29,0.51
33011,0.17,0.61
33012,0.06,0.31
33013,0.12,0.87
33014,0.21,0.94
33015,0.1,0.21
33016,0.2,0.47
33017,0.55,0.73
33018,0.17,0.71
33019,0.79,0.88
33020,0.4,0.34
33021,0.03,0.09
33022,0.42,0.73
33023,0.02,0.04
33024,0.21,0.6
33025,0.16,0.78
33026,0.85,0.95
33027,0.3,0.93
33028,0.12,0.22
33029,0.2,0.56
33030,0.07,0.37
33031,0.22,0.71
33032,0.46,0.85
33033,0.13,0.45
33034,0.08,0.14
33035,0.03,0.06
33036,0.1,0.69
33037,0.43,0.75
33038,0.13,0.27
33039,0.09,0.28
33040,0.51,0.85
33041,0.03,0.17
33042,0.0,0.09
33043,0.02,0.06
33044,0.09,0.1
33045,0.0,0.05
33046,0.21,0.37
33047,0.09,0.43
33048,0.76,0.93
33049,0.04,0.19
33050,0.17,0.58
33051,0.07,0.06
33052,0.73,0.88
33053,0.07,0.55
33054,0.13,0.38
33055,0.11,0.62
33056,0.35,0.71
33057,0.01,0.08
33058,0.21,0.47
33059,0.21,0.26
33060,0.46,0.82
33061,0.06,0.08
33062,0.1,0.53
33063,0.01,0.05
33064,0.18,0.15
33065,0.69,0.82
33066,0.18,0.25
33067,0.09,0.22
33068,0.13,0.13
33069,0.12,0.18
33070,0.06,0.43
33071,0.25,0.75
33072,0.11,0.93
33073,0.16,0.63
33074,0.26,0.7
33075,0.07,0.28
33076,0.24,0.55
33077,0.3,0.86
33078,0.43,0.8
33079,0.01,0.04
33080,0.13,0.32
33081,0.06,0.27
33082,0.21,0.72
33083,0.91,0.91
33084,0.39,0.51
33085,0.32,0.56
33086,0.09,0.71
33087,0.02,0.1
33088,0.12,0.44
33089,0.13,0.69
33090,0.1,0.1
33091,0.45,0.75
33092,0.03,0.09
33093,0.24,0.35
33094,0.4,0.7
33095,0.46,0.61
33096,0.14,0.28
33097,0.08,0.26
33098,0.56,0.69
33099,0.12,0.2
33100,0.07,0.2
33101,0.03,0.11
33102,0.57,0.76
33103,0.21,0.66
33104,0.3,0.71
33105,0.07,0.2
33106,0.3,0.7
33107,0.07,0.39
33108,0.02,0.06
33109,0.26,0.76
33110,0.02,0.05
33111,0.09,0.13
33112,0.07,0.79
33113,0.07,0.88
33114,0.48,0.69
33115,0.45,0.61
33116,0.0,0.06
33117,0.2,0.83
33118,0.14,0.59
33119,0.45,0.57
33120,0.19,0.21
33121,0.28,0.67
33122,0.14,0.83
33123,0.13,0.31
33124,0.05,0.18
33125,0.76,0.83
33126,0.18,0.16
33127,0.33,0.6
33128,0.05,0.3
33129,0.37,0.68
33130,0.06,0.21
33131,0.4,0.76
33132,0.61,0.82
33133,0.25,0.74
33134,0.09,0.16
33135,0.15,0.52
33136,0.73,0.78
33137,0.07,0.15
33138,0.29,0.72
33139,0.18,0.6
33140,0.0,0.05
33141,0.18,0.16
33142,0.18,0.31
33143,0.15,0.3
33144,0.21,0.37
33145,0.09,0.95
33146,0.11,0.26
33147,0.06,0.02
33148,0.61,0.86
33149,0.26,0.34
33150,0.05,0.65
33151,0.13,0.26
33152,0.12,0.84
33153,0.37,0.37
33154,0.03,0.92
33155,0.17,0.3
33156,0.15,0.22
33157,0.21,0.86
33158,0.07,0.14
33159,0.06,0.27
33160,0.24,0.41
33161,0.06,0.13
33162,0.01,0.05
33163,0.03,0.09
33164,0.03,0.64
33165,0.22,0.81
33166,0.09,0.56
33167,0.24,0.18
33168,0.16,0.39
33169,0.23,0.56
33170,0.12,0.81
33171,0.34,0.74
33172,0.33,0.51
33173,0.16,0.7
33174,0.06,0.08
33175,0.03,0.22
33176,0.09,0.5
33177,0.04,0.62
33178,0.26,0.34
33179,0.04,0.07
33180,0.02,0.11
33181,0.29,0.46
33182,0.03,0.16
33183,0.13,0.44
33184,0.11,0.56
33185,0.15,0.39
33186,0.02,0.76
33187,0.3,0.51
33188,0.13,0.91
33189,0.07,0.12
33190,0.09,0.22
33191,0.05,0.09
33192,0.04,0.11
33193,0.38,0.69
33194,0.15,0.84
33195,0.18,0.54
33196,0.04,0.05
33197,0.14,0.63
33198,0.21,0.76
33199,0.18,0.28
33200,0.18,0.6
33201,0.48,0.62
33202,0.06,0.22
33203,0.44,0.47
33204,0.22,0.68
33205,0.07,0.23
33206,0.36,0.8
33207,0.06,0.35
33208,0.62,0.81
33209,0.02,0.16
33210,0.33,0.68
33211,0.04,0.19
33212,0.05,0.2
33213,0.39,0.58
33214,0.04,0.12
33215,0.04,0.09
33216,0.1,0.17
33217,0.23,0.64
33218,0.14,0.88
33219,0.06,0.29
33220,0.28,0.52
33221,0.51,0.6
33222,0.38,0.67
33223,0.29,0.64
33224,0.16,0.68
33225,0.38,0.73
33226,0.0,0.02
33227,0.04,0.12
33228,0.34,0.42
33229,0.08,0.83
33230,0.01,0.1
33231,0.05,0.18
33232,0.01,0.19
33233,0.25,0.37
33234,0.37,0.45
33235,0.25,0.58
33236,0.25,0.27
33237,0.03,0.1
33238,0.0,0.04
33239,0.14,0.49
33240,0.3,0.58
33241,0.27,0.56
33242,0.2,0.74
33243,0.49,0.83
33244,0.76,0.93
33245,0.39,0.63
33246,0.94,0.97
33247,0.17,0.19
33248,0.13,0.64
33249,0.04,0.11
33250,0.18,0.59
33251,0.05,0.14
33252,0.58,0.79
33253,0.73,0.91
33254,0.08,0.71
33255,0.19,0.81
33256,0.03,0.17
33257,0.1,0.09
33258,0.18,0.23
33259,0.3,0.67
33260,0.33,0.35
33261,0.13,0.62
33262,0.82,0.94
33263,0.0,0.08
33264,0.24,0.88
33265,0.25,0.63
33266,0.05,0.16
33267,0.08,0.32
33268,0.33,0.58
33269,0.05,0.78
33270,0.06,0.26
33271,0.11,0.58
33272,0.31,0.88
33273,0.09,0.78
33274,0.06,0.19
33275,0.72,0.94
33276,0.37,0.75
33277,0.01,0.36
33278,0.07,0.18
33279,0.47,0.6
33280,0.65,0.87
33281,0.02,0.07
33282,0.21,0.64
33283,0.27,0.86
33284,0.07,0.18
33285,0.36,0.53
33286,0.06,0.69
33287,0.33,0.75
33288,0.07,0.2
33289,0.12,0.32
33290,0.25,0.77
33291,0.12,0.21
33292,0.2,0.39
33293,0.12,0.3
33294,0.08,0.2
33295,0.17,0.25
33296,0.15,0.64
33297,0.21,0.41
33298,0.1,0.14
33299,0.19,0.4
33300,0.48,0.78
33301,0.16,0.88
33302,0.15,0.63
33303,0.62,0.83
33304,0.03,0.3
33305,0.28,0.41
33306,0.08,0.05
33307,0.07,0.14
33308,0.02,0.4
33309,0.11,0.47
33310,0.04,0.19
33311,0.04,0.5
33312,0.06,0.11
33313,0.17,0.59
33314,0.19,0.45
33315,0.11,0.19
33316,0.09,0.31
33317,0.11,0.41
33318,0.11,0.82
33319,0.09,0.33
33320,0.1,0.37
33321,0.12,0.23
33322,0.2,0.36
33323,0.11,0.26
33324,0.02,0.14
33325,0.2,0.31
33326,0.12,0.39
33327,0.01,0.07
33328,0.31,0.46
33329,0.12,0.25
33330,0.07,0.5
33331,0.2,0.49
33332,0.26,0.39
33333,0.11,0.03
33334,0.05,0.17
33335,0.55,0.77
33336,0.05,0.63
33337,0.13,0.47
33338,0.07,0.24
33339,0.06,0.14
33340,0.21,0.35
33341,0.16,0.35
33342,0.58,0.72
33343,0.21,0.9
33344,0.57,0.58
33345,0.24,0.4
33346,0.1,0.7
33347,0.46,0.57
33348,0.32,0.57
33349,0.25,0.41
33350,0.27,0.52
33351,0.08,0.62
33352,0.14,0.32
33353,0.2,0.24
33354,0.58,0.75
33355,0.76,0.94
33356,0.16,0.33
33357,0.61,0.67
33358,0.39,0.64
33359,0.17,0.89
33360,0.06,0.1
33361,0.39,0.54
33362,0.04,0.09
33363,0.07,0.75
33364,0.15,0.53
33365,0.4,0.6
33366,0.01,0.72
33367,0.21,0.7
33368,0.12,0.35
33369,0.24,0.78
33370,0.25,0.49
33371,0.82,0.91
33372,0.17,0.73
33373,0.27,0.51
33374,0.05,0.17
33375,0.02,0.11
33376,0.04,0.28
33377,0.08,0.56
33378,0.1,0.34
33379,0.53,0.79
33380,0.25,0.52
33381,0.31,0.58
33382,0.45,0.53
33383,0.09,0.38
33384,0.1,0.49
33385,0.19,0.42
33386,0.06,0.18
33387,0.04,0.14
33388,0.2,0.54
33389,0.08,0.7
33390,0.1,0.88
33391,0.33,0.46
33392,0.45,0.79
33393,0.43,0.72
33394,0.06,0.15
33395,0.36,0.41
33396,0.13,0.15
33397,0.02,0.2
33398,0.42,0.31
33399,0.2,0.51
33400,0.41,0.71
33401,0.11,0.14
33402,0.65,0.76
33403,0.08,0.18
33404,0.01,0.06
33405,0.33,0.61
33406,0.17,0.57
33407,0.51,0.64
33408,0.11,0.25
33409,0.16,0.24
33410,0.03,0.37
33411,0.08,0.11
33412,0.74,0.84
33413,0.13,0.32
33414,0.29,0.75
33415,0.46,0.58
33416,0.04,0.12
33417,0.56,0.71
33418,0.04,0.13
33419,0.71,0.87
33420,0.17,0.37
33421,0.13,0.93
33422,0.18,0.97
33423,0.02,0.11
33424,0.04,0.19
33425,0.03,0.09
33426,0.13,0.25
33427,0.08,0.37
33428,0.05,0.15
33429,0.17,0.73
33430,0.44,0.55
33431,0.46,0.77
33432,0.22,0.53
33433,0.9,0.95
33434,0.08,0.94
33435,0.6,0.82
33436,0.1,0.25
33437,0.1,0.45
33438,0.13,0.27
33439,0.23,0.28
33440,0.13,0.39
33441,0.18,0.46
33442,0.23,0.69
33443,0.14,0.18
33444,0.09,0.41
33445,0.05,0.29
33446,0.59,0.74
33447,0.25,0.65
33448,0.08,0.87
33449,0.05,0.12
33450,0.13,0.3
33451,0.08,0.44
33452,0.1,0.7
33453,0.44,0.48
33454,0.75,0.9
33455,0.03,0.88
33456,0.26,0.56
33457,0.32,0.76
33458,0.3,0.49
33459,0.24,0.42
33460,0.08,0.26
33461,0.09,0.88
33462,0.33,0.58
33463,0.04,0.23
33464,0.11,0.44
33465,0.11,0.55
33466,0.31,0.49
33467,0.58,0.72
33468,0.13,0.58
33469,0.05,0.81
33470,0.03,0.07
33471,0.01,0.08
33472,0.55,0.71
33473,0.46,0.81
33474,0.18,0.59
33475,0.11,0.19
33476,0.09,0.18
33477,0.49,0.34
33478,0.26,0.62
33479,0.13,0.62
33480,0.09,0.14
33481,0.11,0.89
33482,0.11,0.22
33483,0.07,0.14
33484,0.04,0.1
33485,0.06,0.23
33486,0.41,0.57
33487,0.11,0.36
33488,0.46,0.81
33489,0.17,0.35
33490,0.42,0.72
33491,0.21,0.66
33492,0.15,0.53
33493,0.28,0.63
33494,0.77,0.85
33495,0.05,0.29
33496,0.18,0.62
33497,0.28,0.65
33498,0.07,0.12
33499,0.04,0.7
33500,0.23,0.44
33501,0.02,0.13
33502,0.03,0.18
33503,0.26,0.3
33504,0.01,0.06
33505,0.33,0.52
33506,0.2,0.25
33507,0.27,0.44
33508,0.29,0.68
33509,0.23,0.32
33510,0.6,0.74
33511,0.39,0.77
33512,0.1,0.74
33513,0.08,0.47
33514,0.08,0.74
33515,0.45,0.86
33516,0.03,0.19
33517,0.14,0.74
33518,0.11,0.62
33519,0.25,0.37
33520,0.14,0.5
33521,0.11,0.16
33522,0.13,0.17
33523,0.07,0.11
33524,0.19,0.28
33525,0.05,0.21
33526,0.41,0.73
33527,0.74,0.89
33528,0.21,0.55
33529,0.43,0.62
33530,0.18,0.48
33531,0.1,0.28
33532,0.03,0.2
33533,0.04,0.1
33534,0.03,0.1
33535,0.07,0.25
33536,0.08,0.67
33537,0.22,0.5
33538,0.1,0.18
33539,0.15,0.27
33540,0.02,0.22
33541,0.07,0.26
33542,0.11,0.2
33543,0.15,0.38
33544,0.07,0.25
33545,0.17,0.54
33546,0.25,0.94
33547,0.05,0.41
33548,0.04,0.3
33549,0.03,0.09
33550,0.17,0.49
33551,0.06,0.7
33552,0.17,0.46
33553,0.04,0.2
33554,0.08,0.52
33555,0.16,0.55
33556,0.21,0.69
33557,0.47,0.72
33558,0.14,0.29
33559,0.11,0.55
33560,0.11,0.51
33561,0.09,0.23
33562,0.12,0.58
33563,0.04,0.26
33564,0.06,0.62
33565,0.16,0.27
33566,0.41,0.78
33567,0.07,0.23
33568,0.18,0.17
33569,0.08,0.32
33570,0.46,0.84
33571,0.25,0.49
33572,0.11,0.5
33573,0.05,0.05
33574,0.18,0.25
33575,0.26,0.53
33576,0.43,0.76
33577,0.13,0.25
33578,0.04,0.11
33579,0.1,0.42
33580,0.05,0.42
33581,0.27,0.76
